function_name,py_file,line_number
setUp,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_dbus_service.py,297
test_emit_device_connected,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_dbus_service.py,306
test_emit_device_disconnected,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_dbus_service.py,321
test_emit_authorization_result,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_dbus_service.py,331
test_emit_protection_state_changed,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_dbus_service.py,341
setUp,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_dbus_service.py,351
test_client_init_system_bus,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_dbus_service.py,358
test_client_init_session_bus,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_dbus_service.py,373
test_client_init_connection_error,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_dbus_service.py,387
test_is_connected_true,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_dbus_service.py,399
test_is_connected_false,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_dbus_service.py,415
test_authorize_device,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_dbus_service.py,430
test_deny_device,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_dbus_service.py,455
test_client_add_to_whitelist,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_dbus_service.py,471
test_connect_to_signal,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_dbus_service.py,489
setUp,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_gui_client.py,21
test_show_notification_uses_gio_helpers,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_gui_client.py,25
test_check_pending_devices_shows_dialog_for_each_entry,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_gui_client.py,41
test_on_device_disconnected_closes_active_dialog,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_gui_client.py,56
test_init_creates_indicator,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,32
test_init_creates_menu,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,46
test_init_state,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,60
test_init_schedules_dbus_connection,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,71
setUp,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,81
tearDown,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,96
test_connect_dbus_success,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,103
test_connect_dbus_failure_schedules_retry,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,117
test_connect_dbus_subscribes_to_signals,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,129
setUp,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,148
test_update_state_enabled,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,166
test_update_state_disabled,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,178
test_update_state_sets_updating_flag,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,190
setUp,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,201
test_on_toggle_when_updating,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,211
test_on_toggle_enable,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,221
test_on_toggle_disable,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,230
test_on_toggle_no_dbus_client,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,240
test_on_toggle_error_handling,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,255
setUp,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,273
test_launch_command_success,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,282
test_launch_command_error,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,291
setUp,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,302
test_on_protection_changed,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,313
test_menu_has_status_item,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,330
test_menu_has_toggle_item,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,339
test_menu_has_setup_item,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,348
test_menu_has_client_item,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,357
setUp,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,367
tearDown,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,379
test_full_initialization_sequence,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_indicator.py,385
setUp,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_logger.py,17
tearDown,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_logger.py,23
test_initialization,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_logger.py,28
test_log_event_basic,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_logger.py,32
test_log_event_full,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_logger.py,44
test_get_recent_events,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_logger.py,61
test_get_recent_events_limit,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_logger.py,81
test_get_events_by_date_range,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_logger.py,93
test_get_device_history,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_logger.py,114
test_get_failed_auth_attempts,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_logger.py,137
test_cleanup_old_events,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_logger.py,161
test_get_statistics,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_logger.py,178
test_export_to_csv,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_logger.py,197
test_event_action_enum,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_logger.py,225
test_default_system_dir_linux,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,32
test_default_system_dir_darwin,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,39
test_default_system_dir_windows_with_programdata,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,47
test_default_system_dir_windows_without_programdata,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,56
test_default_pointer_file_linux,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,68
test_default_pointer_file_darwin,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,76
test_default_pointer_file_windows,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,84
test_read_pointer_file_exists,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,95
test_read_pointer_file_not_exists,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,109
test_read_pointer_file_empty,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,116
test_read_pointer_file_with_tilde,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,129
test_resolve_explicit_dir,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,147
test_resolve_explicit_dir_with_tilde,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,153
test_resolve_from_environment,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,159
test_resolve_from_environment_with_tilde,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,165
test_resolve_from_pointer_file,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,170
test_resolve_from_system_dir_if_exists,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,185
test_resolve_fallback_to_user_default,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,195
test_resolve_priority_order,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,209
test_resolve_config_dir_with_none,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,225
test_resolve_config_dir_with_empty_string,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,231
test_pointer_file_read_error,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,236
test_path_expansion_consistency,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,252
test_multiple_resolution_calls_consistent,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,263
test_system_constants_valid,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,269
test_env_var_name_is_string,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_paths.py,274
__init__,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_ports_shared_setup_cli.py,25
is_configured,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_ports_shared_setup_cli.py,30
save_auth_data,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_ports_shared_setup_cli.py,33
__init__,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_ports_shared_setup_cli.py,41
add_data,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_ports_shared_setup_cli.py,45
make,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_ports_shared_setup_cli.py,48
print_ascii,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_ports_shared_setup_cli.py,51
__init__,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_ports_shared_setup_cli.py,58
get_secret,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_ports_shared_setup_cli.py,62
get_provisioning_uri,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_ports_shared_setup_cli.py,65
verify_code,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_ports_shared_setup_cli.py,69
test_returns_early_when_already_configured,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_ports_shared_setup_cli.py,76
test_provisions_and_saves_credentials,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_ports_shared_setup_cli.py,88
_daemon_stub,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_service.py,12
test_handle_authorization_request_full,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_service.py,27
test_handle_authorization_auth_failure_logs_event,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_service.py,62
test_verify_authentication_prefers_recovery_codes,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_service.py,88
_wizard_stub,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_setup_wizard.py,21
test_save_configuration_hashes_and_persists,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_setup_wizard.py,30
test_on_copy_secret_pushes_to_clipboard,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_setup_wizard.py,40
test_clear_clipboard_timer_invokes_callback,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_setup_wizard.py,50
setUp,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_storage.py,17
tearDown,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_storage.py,27
test_initialization,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_storage.py,33
test_is_configured_false,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_storage.py,39
test_save_auth_data,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_storage.py,43
test_load_auth_data,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_storage.py,52
test_load_auth_data_not_configured,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_storage.py,63
test_save_and_load_roundtrip,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_storage.py,68
test_remove_recovery_code,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_storage.py,80
test_remove_recovery_code_not_found,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_storage.py,96
test_get_remaining_recovery_codes_count,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_storage.py,104
test_get_remaining_recovery_codes_count_not_configured,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_storage.py,119
test_reset_auth,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_storage.py,124
test_export_config,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_storage.py,136
test_import_config,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_storage.py,147
test_file_permissions,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_storage.py,172
test_encryption_uniqueness,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_storage.py,191
setUp,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,14
test_initialization_without_secret,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,19
test_initialization_with_secret,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,25
test_get_secret,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,30
test_get_provisioning_uri,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,37
test_get_provisioning_uri_with_custom_params,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,44
test_get_current_code,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,50
test_verify_code_valid,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,57
test_verify_code_invalid,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,63
test_verify_code_wrong_format,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,68
test_verify_code_with_spaces,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,75
test_verify_code_reuse_prevention,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,81
test_get_time_remaining,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,91
test_code_changes_over_time,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,98
test_generate_codes_default_count,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,108
test_generate_codes_custom_count,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,113
test_code_format,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,118
test_codes_are_unique,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,132
test_hash_code,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,137
test_hash_code_consistent,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,145
test_hash_code_case_insensitive,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,152
test_verify_code_valid,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,158
test_verify_code_invalid,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,164
test_verify_code_case_insensitive,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,171
test_format_code,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,177
test_format_code_invalid_length,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,195
test_create_new_authenticator,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_totp.py,207
setUp,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,21
test_init_basic,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,36
test_read_sysfs_attributes,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,50
test_is_valid_device_true,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,68
test_is_valid_device_interface,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,73
test_is_valid_device_no_ids,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,79
test_get_display_name_full,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,85
test_get_display_name_product_only,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,91
test_get_display_name_fallback,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,103
test_to_dict,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,114
test_str_representation,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,125
test_init_no_callback,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,140
test_init_with_callback,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,151
test_monitor_filter_setup,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,160
setUp,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,177
tearDown,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,190
test_start_threaded,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,196
test_start_already_running,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,205
test_stop,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,215
test_stop_not_running,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,229
test_is_running,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/tests/test_usb_monitor.py,238
