function_name,py_file,line_number
get_current_code,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/auth/totp.py,96
get_time_remaining,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/auth/totp.py,107
generate_codes,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/auth/totp.py,121
hash_code,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/auth/totp.py,145
verify_code,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/auth/totp.py,161
format_code,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/auth/totp.py,175
create_new_authenticator,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/auth/totp.py,196
is_root,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/authorization.py,28
get_device_path,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/authorization.py,38
device_exists,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/authorization.py,59
authorize_device,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/authorization.py,73
get_authorization_status,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/authorization.py,108
block_device,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/authorization.py,133
allow_device,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/authorization.py,146
set_power_only_mode,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/authorization.py,159
_unbind_interfaces,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/authorization.py,181
set_default_authorization,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/authorization.py,216
read_device_attribute,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/authorization.py,249
get_device_info,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/authorization.py,272
__init__,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,25
Ping,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,46
GetVersion,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,56
IsEnabled,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,66
SetEnabled,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,81
AuthorizeDevice,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,96
DenyDevice,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,134
GetPendingDevices,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,155
GetRecentEvents,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,168
GetStatistics,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,202
AddToWhitelist,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,230
RemoveFromWhitelist,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,250
DeviceConnected,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,265
DeviceDisconnected,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,275
AuthorizationResult,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,285
ProtectionStateChanged,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,297
emit_device_connected,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,306
emit_device_disconnected,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,324
emit_authorization_result,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,337
emit_protection_state_changed,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,352
__init__,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,365
is_connected,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,385
authorize_device,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,395
deny_device,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,414
add_to_whitelist,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,424
connect_to_signal,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/dbus_service.py,440
__init__,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/service.py,32
_load_authentication,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/service.py,75
_handle_device_event,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/service.py,92
_handle_device_connected,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/service.py,105
_handle_device_disconnected,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/service.py,164
_handle_authorization_request,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/service.py,196
_verify_authentication,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/service.py,256
_authorize_device_full,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/service.py,287
_authorize_device_power_only,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/service.py,320
_deny_device,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/service.py,349
_handle_authorization_timeout,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/service.py,374
_handle_config_request,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/service.py,403
start,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/service.py,462
stop,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/service.py,491
_handle_signal,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/service.py,507
main,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/service.py,513
__init__,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/usb_monitor.py,19
_read_sysfs_attributes,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/usb_monitor.py,41
is_valid_device,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/usb_monitor.py,75
get_display_name,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/usb_monitor.py,94
to_dict,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/usb_monitor.py,108
__str__,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/usb_monitor.py,126
__init__,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/usb_monitor.py,134
start,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/usb_monitor.py,154
stop,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/usb_monitor.py,179
_on_event,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/usb_monitor.py,192
scan_existing_devices,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/usb_monitor.py,240
is_running,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/usb_monitor.py,261
device_event_handler,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/usb_monitor.py,278
signal_handler,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/daemon/usb_monitor.py,306
__init__,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/gui/auth_dialog.py,25
_build_ui,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/gui/auth_dialog.py,54
_start_countdown,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/gui/auth_dialog.py,193
_update_countdown,packaging/appimage/build/SecureUSB.AppDir/usr/lib/secureusb/packaging/rpm/.build/secureusb-1.0.0/src/gui/auth_dialog.py,197
